source,target
Electronic pop,"Electronic, Pop"
Pop/Soul,"Pop, Soul"
Pop/Soul,Pop-Soul
Pop/Soul,"Pop, Soul, R&B"
Indie-pop,Indie pop
Indie-pop,"Indie, Pop, R&B"
Indie-pop,"Indie Pop, R&B"
Indie-pop,Indie Pop
Indie-pop,indie pop
"Soul, R&B, Pop, Rock","Soul, R&B, Pop"
"Soul, R&B, Pop, Rock","R&B, Soul, Pop"
Indie Folk,"Indie, Folk"
Indie Folk,Indie folk
Indie Folk,Indie-Folk
Indie Folk,"Indie/Folk, Poetry"
"Metal, Hardcore","Metal, Hardcore Punk"
Hard techno,HARD TECHNO
"Reggaeton, Hip Hop, Latin Hits","Reggaeton, Hip Hop, Latin hits"
"Electronic, Funk, Jam","Electronic, Funk"
Family Theater,"Comedy, Family, Theater"
Soul-Blues,"Soul, R&B, Blues"
DJ/Dance,"Bollywood, DJ, Dance"
"Bluegrass, Country","Folk, Bluegrass, Country"
"Electronic/Synth, Rock",Electronic/Synth Rock
"Arts, Crafts & Hobbies","Arts, Crafts & Hobbies, Games"
"Theater & Performance, Performance Art","Theater, Performance Art"
"Theater & Performance, Performance Art",Theater & Performance
"Theater & Performance, Performance Art","Theater & Performance, Lunar New Year"
"Theater & Performance, Performance Art","Ballet, Theater & Performance"
"Guitar, Rock, Flamenco, Classical, Polynesian","Flamenco, Classical"
"Latin, Hip-Hop, R&B","Latin, R&B, Hip Hop"
Folk Music,Folk music
Folk Music,"Folksinger, Folk music"
Comedy Rock,"Country, Comedy Rock"
Comedy Rock,"Comedy, Rock"
"Gulf & Western, Jam Band","Jam Band, Live Music"
"Gulf & Western, Jam Band","Psychedelic, Jam Band"
"Gulf & Western, Jam Band",Jam Band
"Gulf & Western, Jam Band",Jam / Jam Band / Rock
"Gulf & Western, Jam Band","Jam Band, Rock"
"Gulf & Western, Jam Band","Jam band, Rock"
"Heavy Metal, Rock","Punk, Heavy Metal, Rock 'n' Roll"
"Heavy Metal, Rock","Heavy metal, Rock"
"Heavy Metal, Rock","Heavy Metal, Rock & Roll"
"Reggaeton, Rock, Pop, Not provided in source.","Rock, Pop, Not provided in source."
"Reggaeton, Rock, Pop, Not provided in source.","Texican rock & roll, Not provided in source."
"pop-punk, emo","Punk, Emo"
Drum & Bass,Drum & bass
Drum & Bass,"Drum & Bass, Jungle"
Drum & Bass,Drum N Bass
Drum & Bass,"Electronic, Drum & Bass"
"Hardcore Punk, Heavy Metal","Hardcore punk, Heavy metal"
"Film, Outdoor & Nature, Community Events","Film, Outdoor & Nature"
"Live music, festival","Live music, Festival"
"Garage/UK Garage, House, Tech House, Bass House, Afro House, Jungle House, Amapiano, Juke, Footwork, Club Edits","Garage/ UK Garage, House, Tech House, Bass house, Afro House, Jungle House, Amapiano, Juke, Footwork, Club Edits, Jungle, Hip-Hop, Trap"
Indie dream pop,Dream Pop
"Cabaret, Blues, Jazz","Kitschy Cabaret, Blues"
"Indie folk, Folk rock","Indie Folk, Folk-Rock"
High-energy music,High-energy nightlife sounds
"Comedy, Food Festival","Food festival, Music festival, Rock"
"Comedy, Food Festival","Music, Food Festival"
"Comedy, Food Festival",Food Festival
"Punk Rock, Pop","Punk rock, Pop"
"Indie Rock, Electronic","Indie Rock, Electronic Dance"
Hardcore / Punk / Rock,Hardcore Punk
"Latin, Reggaeton, Salsa, Cumbia, Vallenato","Reggaeton, Salsa, Cumbia, Vallenato"
Rock ‘n Roll,Rock N Roll
Rock ‘n Roll,Rock 'n' roll
"Soft Rock, Pop Rock","Pop, Soft Rock"
"Soft Rock, Pop Rock","Soft rock, pop, R&B"
"Poetry, Comedy, Music","poetry, comedy, music"
Gypsy Jazz,Roma/gypsy jazz
Gypsy Jazz,"Gypsy Jazz, Blues"
"Sports, Running",Ultra-running
"music, parties, edm, lgbt, pride","Parties, EDM, Dance, LGBT Pride"
"Scottish Gaelic, Folk",Scottish Folk
"Electronic, Rave","Punk, Electronic, Rave"
Smooth Jazz,"Jazz, Smooth Jazz, Instrumental R&B"
Smooth Jazz,Smooth jazz
"Hip-hop, Soul, Funk, R&B","Jazz, Hip-Hop, R&B, Soul"
"Hip-hop, Soul, Funk, R&B","Hip-hop, Soul"
"Alternative Rock, Indie Pop","K-pop, Pop"
"Alternative Rock, Indie Pop","Alternative Rock, Indie"
"Alternative Rock, Indie Pop",Indie / Alternative / Rock
"Alternative Rock, Indie Pop","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Indie Pop","Pop, K-Pop"
"Alternative Rock, Indie Pop","K-Pop, Pop"
"Alternative Rock, Indie Pop","Alternative rock, indie rock"
"Alternative Rock, Indie Pop","Pop Rock, Indie Pop"
"Alternative Rock, Indie Pop","K-Pop, R&B, Pop"
"Alternative Rock, Indie Pop","Pop, Indie"
"Alternative Rock, Indie Pop","Country Pop, Indie Pop"
"Alternative Rock, Indie Pop","Pop, Indie Pop"
"Alternative Rock, Indie Pop","Rock, Indie Pop"
"Alternative Rock, Indie Pop","Indie Rock, Indie Pop"
"Alternative Rock, Indie Pop","Alternative Rock, Indie Pop, Indie Rock"
"Alternative Rock, Indie Pop","Folk Rock, Indie Rock"
"Alternative Rock, Indie Pop",Indie pop/rock
"Alternative Rock, Indie Pop","Pop, Pop Punk"
"Alternative Rock, Indie Pop","Rock, Indie Rock"
"Alternative Rock, Indie Pop","Alternative, rock, indie"
"Alternative Rock, Indie Pop",Indie pop-rock
"Alternative Rock, Indie Pop","Folk-pop, Indie-pop"
"Alternative Rock, Indie Pop","Pop, K-pop, R&B"
"Alternative Rock, Indie Pop","Indie, Alternative"
"Alternative Rock, Indie Pop","Punk rock, Indie rock"
"Alternative Rock, Indie Pop","Rock, Indie & Alternative"
"Alternative Rock, Indie Pop","Pop, Indie-Rock"
"Alternative Rock, Indie Pop","K-pop, Pop Punk"
"House, funk, disco","House, Funk, Disco"
"Blues, Rock",Blues / Rock
"Blues, Rock",Blues/Rock
"Blues, Rock",Blues-Rock
"Blues, Rock",Blues-rock
"Blues, Rock","R&B, Blues-Rock"
"Blues, Rock","Blues, Rock, R&B"
"Blues, Rock","Blues rock, Album rock"
Indietronica,"Indie rock, Indietronica"
"Electronic/Synth, R&B/Soul/Funk","Rock, Electronic/Synth, R&B/Soul/Funk"
disco,"Disco, Occasionally"
disco,"R&B, Disco"
classical music,"Classical, Music"
"Jazz, Funk, Hip Hop","Jazz, funk, hip-hop, EDM"
"Jazz, Funk, Hip Hop","Jazz, Funk, Hip Hop, Rap"
"Hip Hop, Latin","Hip-hop, Latin rap, R&B"
World Music,"Virtuoso, World Music"
World Music,World music
Rap/Hip-Hop,"Rap, Hip Hop"
Rap/Hip-Hop,"R&B, Rap, Hip-Hop"
Rap/Hip-Hop,"Rap, Hip-Hop"
Rap/Hip-Hop,Rap / Hip Hop
"Jazz, Holiday",Holiday
"Jazz, Holiday","Holiday, Jazz"
Food & Drink,"Food & Drink, Wine"
Food & Drink,"Food & Drink, Tasting, Wine Festivals"
"Irish Music, Dance","Live music, Irish music"
"Irish Music, Dance",Irish music
"Irish Music, Dance","Irish, Music"
"Comedy, Performing Arts","Comedy, Performing Arts, Music"
"Comedy, Performing Arts","Performing Arts, Music"
"Comedy, Performing Arts","Comedy, Performing Arts, Music, Live Music"
"Literature, Fiction","Literature, Fiction, Poetry"
Cooking,"Cooking, Dance"
"Blues rock, Album rock",Blues / Rock
"Blues rock, Album rock",Blues/Rock
"Blues rock, Album rock",Blues-Rock
"Blues rock, Album rock",Blues-rock
"Blues rock, Album rock","R&B, Blues-Rock"
"Blues rock, Album rock","Blues, Rock, R&B"
Blues-rock,Blues / Rock
Blues-rock,Blues/Rock
Blues-rock,Blues-Rock
Blues-rock,"R&B, Blues-Rock"
Blues-rock,"Blues, Rock, R&B"
Hip hop,Hip-Hop & R&B
Hip hop,hip hop
Hip hop,"hip-hop, R&B"
Hip hop,"hip hop, R&B"
Hip hop,"Hip-Hop, Classical"
Hip hop,Female hip-hop
Hip hop,"R&B, hip-hop"
Indie pop,"Indie, Pop, R&B"
Indie pop,"Indie Pop, R&B"
Indie pop,Indie Pop
Indie pop,indie pop
80's New Wave,80's new wave
"Alternative R&B, Hip-Hop/Rap","Alternative, Hip-Hop"
"Alternative R&B, Hip-Hop/Rap",Alternative hip hop
"Alternative R&B, Hip-Hop/Rap","Alternative, R&B, Hip Hop"
"Alternative R&B, Hip-Hop/Rap","Alternative, Hip-Hop/Rap"
"Alternative R&B, Hip-Hop/Rap",Alternative Hip-Hop
post-post-hardcore,"Post Hardcore, Post Punk"
post-post-hardcore,Post-hardcore
post-post-hardcore,Post-Hardcore
Experimental,Experimental Folk
"Soul, R&B","Soul, Inspirational"
"Soul, R&B",R&B & Soul
"Soul, R&B","R&B, Soul"
"Soul, R&B","Soul, Philly Soul"
"Blues, Rock and Roll",Rock and Roll
"Blues, Rock and Roll","Americana, R&B, Rock and Roll"
"Blues, Rock and Roll",Indie rock and roll
"Blues, Rock and Roll",Rock and roll
"Blues, Rock and Roll","Rock and Roll, R&B"
Folk-Rock,"Folk, Rock"
Folk-Rock,Folk rock
Folk-Rock,"Theater, Folk-Rock"
"Art & Museums, Workshops","Art & Museums, LGBTQ+"
"Garage Rock, Punk","Rock, Garage Rock, Punk"
"Indie, Alt Rock","Rock, Indie, Alt"
"Indie, Alt Rock","Rock, Indie & Alt"
"Indie, Alt Rock","Rock, Indie & Alt, Country"
Rock and roll,Rock and Roll
Rock and roll,"Americana, R&B, Rock and Roll"
Rock and roll,Indie rock and roll
Rock and roll,"Rock and Roll, R&B"
Performance art,"Horror, Performance Art"
Performance art,Performance Art
"R&B, Pop, Rock",Pop rock
"R&B, Pop, Rock",Pop/Rock
"R&B, Pop, Rock",Pop Rock
"R&B, Pop, Rock",Pop-Rock
"Live Music, Holiday","Live music, Holiday"
"Live Music, Holiday","Live Music, Holiday Music"
Celtic Punk,Celtic punk
"Hip-hop, Rock, Pop","Hip-hop, Rock"
"Hip-hop, Rock, Pop","Pop, Hip-Hop, Rock, Country"
"Hip-hop, Rock, Pop","Pop, Hip-hop, Rock"
Electronic Music,Electronic music
Presentation/Discussion,History Presentation/Discussion
"exhibitions, technology, car shows","Exhibitions, Car Shows, Motorcycling"
Power metal,Power Metal
"Comedy, Rap",Cloud rap
"Electronic, House, Afropolitan House","Electronic, House"
Experimental Music,"Comedy, Experimental Music"
Conscious hip hop,"Conscious Hip-Hop, Reggae"
"Folk, Americana, Rock","Country, Folk, Americana"
"Folk, Americana, Rock","Pop, Folk, Americana, Rock"
"Country, Outlaw Country",Outlaw Country
"R&B, hip-hop",Hip-Hop & R&B
"R&B, hip-hop",hip hop
"R&B, hip-hop","hip-hop, R&B"
"R&B, hip-hop","hip hop, R&B"
"R&B, hip-hop","Hip-Hop, Classical"
"R&B, hip-hop",Female hip-hop
"Hip-Hop, R&B, Reggae Fusion","Hip-Hop, Reggae Fusion"
"Dubstep, Trap","EDM, hardstyle, dubstep, trap"
"Cumbia, reggae, R&B, contemporary Mexican music",Mexican music
"Afrobeats, Amapiano, Dancehall, R&B","Reggae, Afrobeats, Amapiano, Dancehall"
"Rock ’n’ Roll, Country, Blues","Rock-n-Roll, Country"
Roma/gypsy jazz,"Gypsy Jazz, Blues"
Rap / Hip Hop,"Rap, Hip Hop"
Rap / Hip Hop,"R&B, Rap, Hip-Hop"
Rap / Hip Hop,"Rap, Hip-Hop"
"Jazz, Classical, Pop","Jazz, classical, pop"
"Indie Folk, Americana","Indie, Folk, Americana"
"Alternative, Pop Rock",Alternative Pop
"Alternative, Pop Rock",Alternative pop
"Alternative Rock, Pop Rock","Alternative Rock, Pop Rock, Pop Punk"
"Alternative Rock, Pop Rock","Alternative Rock, Pop"
"Alternative Rock, Pop Rock","Alternative, Rock, Pop"
"Jazz, R&B/Soul/Funk","Jazz, Soul, Funk, R&B"
"Jazz, Funk, Blues","Jazz, Funk, Blues, Rock"
"Alternative Rock, Indie","K-pop, Pop"
"Alternative Rock, Indie",Indie / Alternative / Rock
"Alternative Rock, Indie","Alternative Rock, Indie Rock, Pop"
"Alternative Rock, Indie","Pop, K-Pop"
"Alternative Rock, Indie","K-Pop, Pop"
"Alternative Rock, Indie","Alternative rock, indie rock"
"Alternative Rock, Indie","Pop Rock, Indie Pop"
"Alternative Rock, Indie","K-Pop, R&B, Pop"
"Alternative Rock, Indie","Pop, Indie"
"Alternative Rock, Indie","Country Pop, Indie Pop"
"Alternative Rock, Indie","Pop, Indie Pop"
"Alternative Rock, Indie","Rock, Indie Pop"
"Alternative Rock, Indie","Indie Rock, Indie Pop"
"Alternative Rock, Indie","Alternative Rock, Indie Pop, Indie Rock"
"Alternative Rock, Indie","Folk Rock, Indie Rock"
"Alternative Rock, Indie",Indie pop/rock
"Alternative Rock, Indie","Pop, Pop Punk"
"Alternative Rock, Indie","Rock, Indie Rock"
"Alternative Rock, Indie","Alternative, rock, indie"
"Alternative Rock, Indie",Indie pop-rock
"Alternative Rock, Indie","Folk-pop, Indie-pop"
"Alternative Rock, Indie","Pop, K-pop, R&B"
"Alternative Rock, Indie","Indie, Alternative"
"Alternative Rock, Indie","Punk rock, Indie rock"
"Alternative Rock, Indie","Rock, Indie & Alternative"
"Alternative Rock, Indie","Pop, Indie-Rock"
"Alternative Rock, Indie","K-pop, Pop Punk"
"Dance music, House music","Dance Music, House Music"
"Rock, funk, Latin, jazz","Funk, Latin Jazz"
"Music, Food Festival","Food festival, Music festival, Rock"
"Music, Food Festival",Food Festival
Indie-Rock,indie rock
"Jazz, Latin Jazz, Salsa","Latin jazz, Salsa"
"Readings & Talks, Politics/Current Issues","Readings, Talks, History, Politics/Current Issues"
"Readings & Talks, Politics/Current Issues","Readings & Talks, Politics/Current Issues, Memoir/Biography"
"Irish Dance, Folk","Irish Dance, Folk Music"
"STEAM, Computers and Technology",Computers and technology
"STEAM, Computers and Technology","Computers and technology, STEAM"
"STEAM, Computers and Technology","Computers and technology, Educational"
"STEAM, Computers and Technology","STEAM, Computers and technology"
"Rock, Folk",Rock-folk
"Reggaeton, Hip Hop, Top 40","House Music, Hip Hop, Top 40"
"Reggaeton, Hip Hop, Top 40","Hip Hop, Top 40, R&B"
"Flamenco, Latin, Pop",Latin Pop
"Heavy Metal, Death Metal, Black Metal, Rock","Black Metal, Death Metal"
"Heavy Metal, Death Metal, Black Metal, Rock",Death metal
"Heavy Metal, Death Metal, Black Metal, Rock",Metal / Death Metal
"Heavy Metal, Death Metal, Black Metal, Rock","Death Metal, Black Metal, Heavy Metal, Alternative"
"Heavy Metal, Death Metal, Black Metal, Rock","Death Metal, Black Metal, Heavy Metal"
"Heavy Metal, Death Metal, Black Metal, Rock","Metal, Death Metal, Black Metal, Heavy Metal"
"Heavy Metal, Death Metal, Black Metal, Rock","Death Metal, Black Metal"
"Heavy Metal, Pop Rock","Heavy Metal, Pop"
Pop music,Pop Music
"Americana, Country","Americana, Country-Folk"
"Americana, Country","Americana, Country, Folk, Rock"
"Americana, Country","Americana, country, folk, rock"
"Americana, Country","Americana, Country, Folk"
Independent rock,"Independent rock, slowcore, pop"
Rock and Roll,"Americana, R&B, Rock and Roll"
Rock and Roll,Indie rock and roll
Rock and Roll,"Rock and Roll, R&B"
Musical Improv,"Musical improv, comedy"
"Ballet, Theater & Performance","Theater, Performance Art"
"Ballet, Theater & Performance",Theater & Performance
"Ballet, Theater & Performance","Theater & Performance, Lunar New Year"
"Musicals, Soundtrack",Musicals
Attractions,Arts & Attractions
Attractions,"Art, Attractions"
Pop rock,Pop/Rock
Pop rock,Pop Rock
Pop rock,Pop-Rock
"Ska, Reggae, Pop, Punk","Ska, Reggae, Pop"
"Ska, Reggae, Pop, Punk","Ska, Reggae, Pop, Rock"
"Fairs & Festivals, Holiday","Live Music, Fairs & Festivals, Holiday"
"Fairs & Festivals, Holiday","Live Music, Fairs & Festivals"
Latin Jazz,Latin jazz
"Hip-hop, Rap","Electronic, Hip-Hop/Rap"
"Hip-hop, Rap",Hip-Hop / Rap
"Hip-hop, Rap","Hip-Hop, Rap"
"Hip-hop, Rap",Hip-hop/Rap
"Hip-hop, Rap",Hip Hop/Rap
"Hip-hop, Rap","Hip-Hop/Rap, Jazz"
"Hip-hop, Rap","Hip-Hop/Rap, Indie Rock"
"Bluegrass, Folk, Country, Americana","Bluegrass, Folk, Country"
"soul, jazz, funk","R&B, pop, soul, jazz"
"soul, jazz, funk","Pop/Soul, Jazz-Funk"
"soul, jazz, funk","Soul, Jazz, Funk"
Fashion,"Music, Fashion"
Fashion,"Modeling, Fashion"
Fashion,"Comedy, Fashion"
Fashion,"Fashion, R&B"
Fashion,"Fashion, Film"
"Live Music, DJ","Live music, DJ"
"Alternative, Folk, Americana","Alternative Folk, Americana, Folk"
"Alternative, Folk, Americana","Alternative Folk, Americana"
"Jazz, Contemporary","Classical, jazz, contemporary"
"Electronic/Synth, Ambient","Electronic, Synth Pop"
"Indie Pop, Alternative","Indie Pop, Alternative Rock"
"Indie Pop, Alternative","Pop, Alternative, Indie Pop"
"Indie Pop, Alternative","Alternative, Indie Pop"
Power Soca | Bouyon | Jab Jab | R&B | Trap | Dancehall | Kompa | Afrobeats,"Soca, Power Soca, Bouyon, Jab Jab, R&B, Trap, Dancehall, Kompa, Afrobeats"
"Punk rock, Indie rock","K-pop, Pop"
"Punk rock, Indie rock",Indie / Alternative / Rock
"Punk rock, Indie rock","Alternative Rock, Indie Rock, Pop"
"Punk rock, Indie rock","Pop, K-Pop"
"Punk rock, Indie rock","K-Pop, Pop"
"Punk rock, Indie rock","Alternative rock, indie rock"
"Punk rock, Indie rock","Pop Rock, Indie Pop"
"Punk rock, Indie rock","K-Pop, R&B, Pop"
"Punk rock, Indie rock","Pop, Indie"
"Punk rock, Indie rock","Country Pop, Indie Pop"
"Punk rock, Indie rock","Pop, Indie Pop"
"Punk rock, Indie rock","Rock, Indie Pop"
"Punk rock, Indie rock","Indie Rock, Indie Pop"
"Punk rock, Indie rock","Alternative Rock, Indie Pop, Indie Rock"
"Punk rock, Indie rock","Folk Rock, Indie Rock"
"Punk rock, Indie rock",Indie pop/rock
"Punk rock, Indie rock","Pop, Pop Punk"
"Punk rock, Indie rock","Rock, Indie Rock"
"Punk rock, Indie rock","Alternative, rock, indie"
"Punk rock, Indie rock",Indie pop-rock
"Punk rock, Indie rock","Folk-pop, Indie-pop"
"Punk rock, Indie rock","Pop, K-pop, R&B"
"Punk rock, Indie rock","Indie, Alternative"
"Punk rock, Indie rock","Rock, Indie & Alternative"
"Punk rock, Indie rock","Pop, Indie-Rock"
"Punk rock, Indie rock","K-pop, Pop Punk"
"Music, Performing Arts, Theatre","Comedy, Performing Arts, Theatre, Acting"
"Music, Performing Arts, Theatre","performing arts, theatre"
American music,Roots and American music
"Alt Pop, Indie Pop","Indie, Alt-Pop, Indie Pop, Alternative"
"Alt Pop, Indie Pop","Folk, Indie, Alt-Pop"
"Alt Pop, Indie Pop","Folk, Indie, Alt-Pop, Indie-Pop"
"Alt Pop, Indie Pop","Folk, Indie, Alt-pop"
"Roots reggae, hip-hop, rock, electronic pop","Reggae, Roots Reggae, Hip-Hop, Rock, Electronic Pop"
Fashion Show,Fashion show
Literary Fiction,"Literary Fiction, Realistic Fiction"
Literary Fiction,"Literary, Fiction"
"Music, Community","Live Music, Community"
Theatrical,"Theatrical, Musical"
Theatrical,Theatrical and Musical
Theatrical,"Theatrical, Comedy"
"Indie Rock, Post-Punk","Rock, Indie Rock, Post-Punk"
"Indie Rock, Post-Punk","Rock, post-punk"
"Celtic, Irish, Folk","Celtic, Irish"
"Jazz, Soul, R&B","Jazz, R&B, Soul"
"Reggaeton, Hip Hop, Bachata, Salsa, Merengue","Reggaeton, Hip Hop, Perreo, Bachata, Salsa, Merengue"
"Art, Live Music, Club/DJ","Live Music, Club / DJ, Comedy"
Alternative Pop,Alternative pop
"Live Music, Family","Music, Family"
"Indie music, singer-songwriter, bedroom pop, indie folk","Indie music, bedroom pop, indie folk"
"Indie music, singer-songwriter, bedroom pop, indie folk","Indie-folk, Bedroom pop"
"Comedy, Community, Family","Comedy, Community"
"Alt-pop, Dream-pop","Alt-pop, dream-pop"
Post-hardcore,Post-Hardcore
Post-hardcore,"Post Hardcore, Post Punk"
"Folk-rock, Country","Jazz, Folk, Rock, Country"
"Dance, Rock",Dance-Rock
"Comedy, Comedy/Drama","Comedy, Drama"
"Comedy, Comedy/Drama",Comedy/Drama
soul jazz,"Jazz, Soul Jazz"
"Classical, Rock, Pop","Classical, Rock"
Technology,"Art, Technology"
"R&B, jazz, funk, soul","Jazz, Funk, Soul, R&B"
"R&B, jazz, funk, soul","Jazz, R&B, Funk, Soul"
"Charity & Causes, Other",Charity & Causes
"R&B, soul, hip-hop","Soul, Hip Hop, Electronic"
"R&B, soul, hip-hop","Soul, Hip-Hop, R&B"
"R&B, soul, hip-hop","Soul, Hip-Hop, R&B, Jazz"
"R&B, soul, hip-hop","Funk, Jazz, Soul, Hip-Hop"
"R&B, soul, hip-hop","Jazz, Soul, R&B, Hip Hop, Rock"
"R&B, soul, hip-hop","R&B, jazz, soul, hip-hop"
"R&B, soul, hip-hop","Jazz, Soul, Hip-hop, R&B"
"Roots Rock, Swing",Roots rock
Holiday,"Holiday, Jazz"
Hip Hop/Rap,"Electronic, Hip-Hop/Rap"
Hip Hop/Rap,Hip-Hop / Rap
Hip Hop/Rap,"Hip-Hop, Rap"
Hip Hop/Rap,Hip-hop/Rap
Hip Hop/Rap,"Hip-Hop/Rap, Jazz"
Hip Hop/Rap,"Hip-Hop/Rap, Indie Rock"
"Indie Rock, Alternative","Indie, Rock, Alternative"
"Indie Rock, Alternative","Pop, Rock, Alternative"
"Indie Rock, Alternative","Indie rock, alternative rock, folk"
"Indie Rock, Alternative","indie rock, alternative, electronic"
"Indie Rock, Alternative","Indie Rock, Alternative Rock"
"Indie Rock, Alternative","Folk, Indie Rock, Alternative Rock"
"Indie Rock, Alternative","Rock, Alternative"
"Indie Rock, Alternative","Rock, Alternative Rock"
"Indie Rock, Alternative",Rock/Alternative
"Indie Rock, Alternative","Folk Rock, Alternative"
"Indie Rock, Alternative","Pop-rock, Alternative"
"Indie Rock, Alternative","Folk Rock, Alternative Rock"
"Music, Live Music, Concerts","Live music, concerts"
Culinary,"Jazz, Culinary"
"House, Techno, Bass","house, techno, bass"
"Rock, post-punk","Rock, Indie Rock, Post-Punk"
"Theatre, Performing Arts, Comedy","Theatre, Performing arts"
"Hip-hop, jazz, R&B, Broadway","Hip-hop, Jazz, R&B, Broadway"
"Pop punk, indie","Pop-punk, Indie Rock"
"Pop punk, indie","Pop punk, Indie"
"Rock, Musical",Rock Musical
"Indie/Folk, Poetry","Indie, Folk"
"Indie/Folk, Poetry",Indie folk
"Indie/Folk, Poetry",Indie-Folk
opera,"Opera, Chamber Opera"
opera,Cantonese Opera
"Folk, Rock, Americana","Folk Rock, Americana"
"Folk, Rock, Americana","Folk rock, Americana"
"Folk, Rock, Americana","Folk-rock, Americana"
"Psychedelic, Folk",Psychedelic Folk
"Psychedelic, Folk",Psychedelic Folk Pop
"Americana, Country-Folk","Americana, Country, Folk, Rock"
"Americana, Country-Folk","Americana, country, folk, rock"
"Americana, Country-Folk","Americana, Country, Folk"
"Metal, Avant-Garde Rock",Avant-Garde Rock
"Live Music, Holiday Music","Live music, Holiday"
"Black Metal, Death Metal",Death metal
"Black Metal, Death Metal",Metal / Death Metal
"Black Metal, Death Metal","Death Metal, Black Metal, Heavy Metal"
"Black Metal, Death Metal","Metal, Death Metal, Black Metal, Heavy Metal"
"Black Metal, Death Metal","Death Metal, Black Metal"
"Black Metal, Death Metal","Death Metal, Black Metal, Heavy Metal, Alternative"
"hip-hop, R&B",Hip-Hop & R&B
"hip-hop, R&B",hip hop
"hip-hop, R&B","hip hop, R&B"
"hip-hop, R&B","Hip-Hop, Classical"
"hip-hop, R&B",Female hip-hop
"Folk-pop, Indie-pop","K-pop, Pop"
"Folk-pop, Indie-pop",Indie / Alternative / Rock
"Folk-pop, Indie-pop","Alternative Rock, Indie Rock, Pop"
"Folk-pop, Indie-pop","Pop, K-Pop"
"Folk-pop, Indie-pop","K-Pop, Pop"
"Folk-pop, Indie-pop","Alternative rock, indie rock"
"Folk-pop, Indie-pop","Pop Rock, Indie Pop"
"Folk-pop, Indie-pop","K-Pop, R&B, Pop"
"Folk-pop, Indie-pop","Pop, Indie"
"Folk-pop, Indie-pop","Country Pop, Indie Pop"
"Folk-pop, Indie-pop","Pop, Indie Pop"
"Folk-pop, Indie-pop","Rock, Indie Pop"
"Folk-pop, Indie-pop","Indie Rock, Indie Pop"
"Folk-pop, Indie-pop","Alternative Rock, Indie Pop, Indie Rock"
"Folk-pop, Indie-pop","Folk Rock, Indie Rock"
"Folk-pop, Indie-pop",Indie pop/rock
"Folk-pop, Indie-pop","Pop, Pop Punk"
"Folk-pop, Indie-pop","Rock, Indie Rock"
"Folk-pop, Indie-pop","Alternative, rock, indie"
"Folk-pop, Indie-pop",Indie pop-rock
"Folk-pop, Indie-pop","Pop, K-pop, R&B"
"Folk-pop, Indie-pop","Indie, Alternative"
"Folk-pop, Indie-pop","Rock, Indie & Alternative"
"Folk-pop, Indie-pop","Pop, Indie-Rock"
"Folk-pop, Indie-pop","K-pop, Pop Punk"
Traditional music,"Flamenco, Traditional Music"
"Americana, folk-rock","Americana, Folk-Rock"
"Americana, folk-rock","Americana, Folk, Folk Rock"
"Americana, folk-rock","Americana, Folk, Rock, Country"
"Funk-Rock, Funk, Rock",Funk-rock
"Funk-Rock, Funk, Rock",Funk-Rock
"Música Eletrônica, Afro-beat",Afro Beat
Alt-indie,"ALT, INDIE ROCK"
"Rock, Alternative, Pop","Rock, alternative, pop"
"Dance, Theater","Interdisciplinary Performance, Dance, Theater"
"Punk, Punk Rock, Hardcore Punk, Garage Rock, Alternative Rock","Punk, Punk Rock, Alternative Rock, Garage Rock, Hardcore Punk"
"Art, Culture",Art & Culture
"Rock, Indie & Alternative","K-pop, Pop"
"Rock, Indie & Alternative",Indie / Alternative / Rock
"Rock, Indie & Alternative","Alternative Rock, Indie Rock, Pop"
"Rock, Indie & Alternative","Pop, K-Pop"
"Rock, Indie & Alternative","K-Pop, Pop"
"Rock, Indie & Alternative","Alternative rock, indie rock"
"Rock, Indie & Alternative","Pop Rock, Indie Pop"
"Rock, Indie & Alternative","K-Pop, R&B, Pop"
"Rock, Indie & Alternative","Pop, Indie"
"Rock, Indie & Alternative","Country Pop, Indie Pop"
"Rock, Indie & Alternative","Pop, Indie Pop"
"Rock, Indie & Alternative","Rock, Indie Pop"
"Rock, Indie & Alternative","Indie Rock, Indie Pop"
"Rock, Indie & Alternative","Alternative Rock, Indie Pop, Indie Rock"
"Rock, Indie & Alternative","Folk Rock, Indie Rock"
"Rock, Indie & Alternative",Indie pop/rock
"Rock, Indie & Alternative","Pop, Pop Punk"
"Rock, Indie & Alternative","Rock, Indie Rock"
"Rock, Indie & Alternative","Alternative, rock, indie"
"Rock, Indie & Alternative",Indie pop-rock
"Rock, Indie & Alternative","Pop, K-pop, R&B"
"Rock, Indie & Alternative","Indie, Alternative"
"Rock, Indie & Alternative","Pop, Indie-Rock"
"Rock, Indie & Alternative","K-pop, Pop Punk"
"Funk, Soul","Funk, Soul, R&B"
"Funk, Soul","R&B, Funk, Soul"
"Dance, Contemporary","Dance, Contemporary Dance, Classical"
"R&B, Soul","Soul, Inspirational"
"R&B, Soul",R&B & Soul
"R&B, Soul","Soul, Philly Soul"
"Techno, House, Tech House",Tech house
"Techno, House, Tech House","Tech House, House, Techno"
"Disco, Occasionally","R&B, Disco"
"Ska, Punk","Ska, punk"
"Ska, Punk",Ska Punk
"Folk Rock, Indie Rock","K-pop, Pop"
"Folk Rock, Indie Rock",Indie / Alternative / Rock
